25-05-2016,217.91,221.36,216.51,219.58,3132615,N/A,6.8499
24-05-2016,216.6,218.74,215.18,217.91,3013843,N/A,6.7978
23-05-2016,219.87,222.6,215.86,216.22,5102479,N/A,6.7451
20-05-2016,216.99,220.55,216.35,220.28,9007076,N/A,6.8717
19-05-2016,213.62,216.79,207.3,215.21,6866321,N/A,6.7135
18-05-2016,209.15,215.31,207.75,211.17,5617519,N/A,6.5875
17-05-2016,209.05,209.82,204.02,204.66,2843597,N/A,6.3844
16-05-2016,208.15,213.15,207.92,208.29,2949396,N/A,6.4977
13-05-2016,207.78,211.2,206.7,207.61,2822781,N/A,6.4765
12-05-2016,211.44,211.67,203.657,207.28,3650475,N/A,6.4662
11-05-2016,207.59,215.48,206.05,208.96,5161864,N/A,6.5186
10-05-2016,207.55,209.47,205,208.69,4070617,N/A,6.5102
09-05-2016,215.72,216.15,206.8,208.92,4776383,N/A,6.5173
06-05-2016,210.87,216.37,208.11,214.93,5685237,N/A,6.7048
05-05-2016,228.46,228.64,209.79,211.53,11254827,N/A,6.5987
04-05-2016,230.29,234.46,220.4,222.56,8700459,N/A,7.2114
03-05-2016,237.36,238.91,231.62,232.32,4302222,N/A,7.5277
02-05-2016,241.5,243.19,234.82,241.8,3843935,N/A,7.8348
29-04-2016,248.14,248.43,237.81,240.76,5413787,N/A,7.8011
28-04-2016,249.85,253.43,247.44,247.71,2518990,N/A,8.0263
27-04-2016,252.75,255,249.4,251.47,3205808,N/A,8.1482
26-04-2016,252.05,255.73,249.39,253.74,3223839,N/A,8.2217
25-04-2016,253.01,257.38,250.76,251.82,3670348,N/A,8.1595
22-04-2016,248.89,254,245.71,253.75,3786327,N/A,8.222
21-04-2016,248.99,250.9,246.91,248.29,2783059,N/A,8.0451
20-04-2016,246.26,253.66,241.5,249.97,5194051,N/A,8.0996
19-04-2016,253.12,254.37,241.251,247.37,6357526,N/A,8.0153
18-04-2016,252.23,258.31,251.66,253.88,4271362,N/A,8.2263
15-04-2016,251.31,254.6,249.12,254.51,3752366,N/A,8.2467
14-04-2016,253,256.839,251.05,251.86,4132185,N/A,8.1608
13-04-2016,248.51,255.5,247.33,254.53,4925595,N/A,8.2473
12-04-2016,249.5,251.8,243.63,247.82,5763208,N/A,8.0299
11-04-2016,251,258.99,245.3,249.92,9161693,N/A,8.0979
08-04-2016,260.5,260.82,248.02,250.07,7363935,N/A,8.1028
07-04-2016,266.45,269.34,254.51,257.2,8856171,N/A,8.3338
06-04-2016,253.97,267.74,253.45,265.42,11705479,N/A,8.6002
05-04-2016,240.5,256.56,240,255.47,9948699,N/A,8.2778
04-04-2016,249.12,252.12,243.64,246.99,13475327,N/A,8.003
01-04-2016,244.825,247.9,233.25,237.59,15997509,N/A,7.6984
31-03-2016,229.34,237.42,225.01,229.77,8012872,N/A,7.445
30-03-2016,235.09,235.5,226.5,226.89,4032982,N/A,7.3517
29-03-2016,229.89,232.38,225.33,230.13,4014330,N/A,7.4567
28-03-2016,231.61,234.81,225,230.26,3925685,N/A,7.4609
25-03-2016,0,0,0,227.75,0,N/A,N/A
24-03-2016,215.78,228.888,215,227.75,4960900,N/A,7.3796
23-03-2016,232.37,234.73,222.03,222.58,4948841,N/A,7.2121
22-03-2016,237.21,238.99,232.558,234.24,4315988,N/A,7.5899
21-03-2016,235.34,239.88,235,238.32,5307822,N/A,7.7221
18-03-2016,229.1,234.48,228.06,232.74,4711793,N/A,7.5413
17-03-2016,221.47,228.5,220,226.38,3782891,N/A,7.3352
16-03-2016,218,222.58,217.02,221.93,3516703,N/A,7.191
15-03-2016,214.27,218.97,211.5,218.34,3180452,N/A,7.0747
14-03-2016,212.65,216.72,210.64,215.15,4065706,N/A,6.9713
11-03-2016,207.93,209.42,205.33,207.5,3343077,N/A,6.7234
10-03-2016,210,213.29,200.671,205.18,5192523,N/A,6.6483
09-03-2016,204.52,209.373,202.79,208.72,3208554,N/A,6.763
08-03-2016,203.5,207.5,202.2,202.6,4178693,N/A,6.5647
07-03-2016,197.68,209.7,197.4,205.29,5337072,N/A,6.6518
04-03-2016,198,204.03,197.5,201.04,6489058,N/A,6.5141
03-03-2016,188.28,197.42,184.22,195.74,4829018,N/A,6.3424
02-03-2016,183.73,188.52,181.5,188.34,4862396,N/A,6.1026
01-03-2016,194.25,195.948,182.7,186.35,6712159,N/A,6.0381
29-02-2016,192.4,196.35,189.222,191.93,4498997,N/A,6.2189
26-02-2016,188.7,192,185,190.34,6065117,N/A,6.1674
25-02-2016,178.65,188.519,175.2,187.43,5750741,N/A,6.0731
24-02-2016,172.75,179.5,167.84,179,5395609,N/A,5.8
23-02-2016,176.16,181.73,173.68,177.21,5984374,N/A,5.742
22-02-2016,170.12,178.91,169.85,177.74,5060051,N/A,5.7592
19-02-2016,163.66,167.49,162.5,166.58,2959390,N/A,5.3975
18-02-2016,172.42,172.95,164.77,166.77,3887574,N/A,5.4037
17-02-2016,159,169.34,156.68,168.68,5825159,N/A,5.4656
16-02-2016,158.7,162.95,154.11,155.17,5593794,N/A,5.0278
15-02-2016,0,0,0,151.04,0,N/A,N/A
12-02-2016,155,157.01,143.7,151.04,7235783,N/A,4.894
11-02-2016,152,163.26,147,150.47,14252364,N/A,4.8755
10-02-2016,150.5,154.97,141.74,143.67,10406513,N/A,4.8926
09-02-2016,142.32,159.79,141.05,148.25,8651648,N/A,5.0486
08-02-2016,157.105,157.15,146,147.99,9312988,N/A,5.0398
05-02-2016,171.3,173,157.744,162.6,9437591,N/A,5.5373
04-02-2016,170.7,175.98,166.99,175.33,4385366,N/A,5.9708
03-02-2016,183.59,183.94,170.18,173.48,7931362,N/A,5.9078
02-02-2016,192.42,193.12,180.23,182.78,5773637,N/A,6.2245
01-02-2016,188.76,199.52,182.75,196.94,5297639,N/A,6.7067
29-01-2016,189.95,193.74,188.08,191.2,2852289,N/A,6.5113
28-01-2016,190.79,191.28,182.41,189.7,4592754,N/A,6.4602
27-01-2016,192.38,193.26,185.77,188.07,3617221,N/A,6.4047
26-01-2016,196.7,197.82,188.88,193.56,4964180,N/A,6.5916
25-01-2016,200.06,203.57,195.88,196.38,2698739,N/A,6.6877
22-01-2016,204.801,205.5,199.03,202.55,3124055,N/A,6.8978
21-01-2016,201.55,203.23,195.02,199.97,3166159,N/A,6.8099
20-01-2016,199.4,201.28,191.25,198.7,5838608,N/A,6.7667
19-01-2016,208.71,210.47,200.78,204.72,4038676,N/A,6.9717
18-01-2016,0,0,0,204.99,0,N/A,N/A
15-01-2016,198.97,205.07,197.25,204.99,5578640,N/A,6.9809
14-01-2016,202.21,210,193.38,206.18,6490741,N/A,7.0214
13-01-2016,212.01,212.65,200,200.31,4126416,N/A,6.8215
12-01-2016,211.6,213.74,205.31,209.97,3091917,N/A,7.1505
11-01-2016,214.01,214.45,203,207.85,4091422,N/A,7.0783
08-01-2016,217.86,220.44,210.77,211,3628058,N/A,7.1856
07-01-2016,214.19,218.44,213.67,215.65,3554251,N/A,7.3439
06-01-2016,220,220.05,215.98,219.04,3779128,N/A,7.4594
05-01-2016,226.36,226.89,220,223.43,3186752,N/A,7.6089
04-01-2016,230.72,231.38,219,223.41,6827146,N/A,7.6082
01-01-2016,0,0,0,240.01,0,N/A,N/A
31-12-2015,238.51,243.45,238.37,240.01,2715038,N/A,8.1735
30-12-2015,236.6,243.634,235.671,238.09,3697921,N/A,8.1081
29-12-2015,230.06,237.72,229.547,237.19,2406290,N/A,8.0774
28-12-2015,231.49,231.98,225.54,228.95,1901304,N/A,7.7968
25-12-2015,0,0,0,230.57,0,N/A,N/A
24-12-2015,230.56,231.88,228.28,230.57,710277,N/A,7.852
23-12-2015,232.18,233.45,228.13,229.7,1554979,N/A,7.8224
22-12-2015,234.99,236.55,229.63,229.95,1961495,N/A,7.8309
21-12-2015,231.69,235.83,231.08,232.56,1953174,N/A,7.9198
18-12-2015,232.89,235.9,229.29,230.46,3014170,N/A,7.8483
17-12-2015,233.94,237.76,229.815,233.39,3298638,N/A,7.948
16-12-2015,222.1,234.88,220.73,234.51,5104341,N/A,7.9862
15-12-2015,221.82,222.22,218,221.09,2244424,N/A,7.5292
14-12-2015,217.51,220.92,214.87,218.58,2831518,N/A,7.4437
11-12-2015,225.24,225.75,216.64,217.02,3268726,N/A,7.3906
10-12-2015,224.71,228.49,223.64,227.07,2071692,N/A,7.7328
09-12-2015,226.7,227.5,220.72,224.52,3057753,N/A,7.646
08-12-2015,227.52,228.8,224.2,226.72,2687636,N/A,7.7209
07-12-2015,227.7,235.63,226.15,231.13,3144223,N/A,7.8711
04-12-2015,232.46,233.27,227.66,230.38,2573603,N/A,7.8455
03-12-2015,235.48,237.45,230,232.71,2939564,N/A,7.9249
02-12-2015,237,238.6,231.23,231.99,2981468,N/A,7.9004
01-12-2015,231.06,238,231.05,237.19,3733955,N/A,8.0774
30-11-2015,231.79,234.28,229.08,230.26,2659813,N/A,7.8414
27-11-2015,231.06,232.25,227.01,231.61,1949353,N/A,7.8874
26-11-2015,0,0,0,229.64,0,N/A,N/A
25-11-2015,221.34,230.825,220.375,229.64,3990779,N/A,7.8203
24-11-2015,215.37,221,215,218.25,2480293,N/A,7.4325
23-11-2015,217.35,219.18,214.68,217.75,2526199,N/A,7.4154
20-11-2015,223.49,225,213.58,220.01,4400722,N/A,7.4924
19-11-2015,220.54,226.19,220.3,221.8,2504375,N/A,7.5533
18-11-2015,214.5,221.38,212.52,221.07,2811900,N/A,7.5285
17-11-2015,215.2,216,211.4,214,2148679,N/A,7.2877
16-11-2015,206.09,214.98,205.8,214.31,2925395,N/A,7.2983
13-11-2015,212.95,212.99,206.52,207.19,3430327,N/A,7.0558
12-11-2015,217.85,219,212.66,212.94,2915900,N/A,7.2516
11-11-2015,217.77,219.48,213.63,219.08,3347806,N/A,7.4607
10-11-2015,223.48,223.7,216.08,216.5,4617007,N/A,7.3729
09-11-2015,232.99,232.99,224.31,225.33,3850860,N/A,7.6736
06-11-2015,230.7,233.359,229.5,232.36,2445293,N/A,7.913
05-11-2015,230.58,234.584,229.19,231.77,4496843,N/A,7.8929
04-11-2015,227,232.74,225.2,231.63,12726366,N/A,7.8881
03-11-2015,213.85,214.44,207.75,208.35,8332486,N/A,7.1276
02-11-2015,208.92,215.8,207.22,213.79,3927944,N/A,7.3137
30-10-2015,210.4,211.63,203.89,206.93,4438901,N/A,7.079
29-10-2015,211.75,213.748,210.64,211.63,1805032,N/A,7.2398
28-10-2015,211.31,213.45,208.3,212.96,2728593,N/A,7.2853
27-10-2015,214.84,217.1,207.51,210.35,3519449,N/A,7.196
26-10-2015,211.38,215.88,210,215.26,3391438,N/A,7.364
23-10-2015,215,215.35,207.69,209.09,4235462,N/A,7.1529
